conj_verb	inf_verb	code	region	mood	gender	tense	person	sing_or_plural	haver_verb	anar_verb	pos_neg_cmd
tinguéssim	tenir	VMSI1P02	central	S	0	I	1	P			0
tinguéssiu	tenir	VMSI2P02	central	S	0	I	2	P			0
torna	tornar	VMIP3S00	central	I	0	P	3	S			0
torna	tornar	VMM02S00	central	M	0	0	2	S			pos
tornant	tornar	VMG00000	central	G	0	0	0	0			0
tornar	tornar	VMN00000	central	N	0	0	0	0			0
tornara	tornar	VMSI1S03	central	S	0	I	1	S			0
tornara	tornar	VMSI3S03	central	S	0	I	3	S			0
tornaran	tornar	VMIF3P00	central	I	0	F	3	P			0
tornarem	tornar	VMIF1P00	central	I	0	F	1	P			0
tornaren	tornar	VMSI3P03	central	S	0	I	3	P			0
tornares	tornar	VMSI2S03	central	S	0	I	2	S			0
tornareu	tornar	VMIF2P00	central	I	0	F	2	P			0
tornaria	tornar	VMIC1S00	central	I	0	C	1	S			0
tornaria	tornar	VMIC3S00	central	I	0	C	3	S			0
tornarien	tornar	VMIC3P00	central	I	0	C	3	P			0
tornaries	tornar	VMIC2S00	central	I	0	C	2	S			0
tornarà	tornar	VMIF3S00	central	I	0	F	3	S			0
tornaràs	tornar	VMIF2S00	central	I	0	F	2	S			0
tornaré	tornar	VMIF1S00	central	I	0	F	1	S			0
tornaríem	tornar	VMIC1P00	central	I	0	C	1	P			0
tornaríeu	tornar	VMIC2P00	central	I	0	C	2	P			0
tornassin	tornar	VMSI3P04	central	S	0	I	3	P			0
tornassis	tornar	VMSI2S04	central	S	0	I	2	S			0
tornat	tornar	VMP00SM0	central	P	M	0	0	S			0
tornava	tornar	VMII1S00	central	I	0	I	1	S			0
tornava	tornar	VMII3S00	central	I	0	I	3	S			0
tornaven	tornar	VMII3P00	central	I	0	I	3	P			0
tornaves	tornar	VMII2S00	central	I	0	I	2	S			0
tornem	tornar	VMIP1P00	central	I	0	P	1	P			0
tornem	tornar	VMM01P00	central	M	0	0	1	P			pos
tornem	tornar	VMSP1P00	central	S	0	P	1	P			0
tornen	tornar	VMIP3P00	central	I	0	P	3	P			0
tornes	tornar	VMIP2S00	central	I	0	P	2	S			0
tornessen	tornar	VMSI3P05	central	S	0	I	3	P			0
tornesses	tornar	VMSI2S05	central	S	0	I	2	S			0
tornessin	tornar	VMSI3P02	central	S	0	I	3	P			0
tornessis	tornar	VMSI2S02	central	S	0	I	2	S			0
torneu	tornar	VMIP2P00	central	I	0	P	2	P			0
torneu	tornar	VMM02P0X	central	M	0	0	2	P			pos
torneu	tornar	VMSP2P00	central	S	0	P	2	P			0
torni	tornar	VMM03S0Y	central	M	0	0	3	S			pos
torni	tornar	VMSP1S0Y	central	S	0	P	1	S			0
torni	tornar	VMSP3S0Y	central	S	0	P	3	S			0
tornin	tornar	VMM03P0Y	central	M	0	0	3	P			pos
tornin	tornar	VMSP3P0Y	central	S	0	P	3	P			0
tornis	tornar	VMSP2S0Y	central	S	0	P	2	S			0
torno	tornar	VMIP1S0C	central	I	0	P	1	S			0
tornàrem	tornar	VMSI1P03	central	S	0	I	1	P			0
tornàreu	tornar	VMSI2P03	central	S	0	I	2	P			0
tornàs	tornar	VMSI1S07	central	S	0	I	1	S			0
tornàs	tornar	VMSI3S07	central	S	0	I	3	S			0
tornàssim	tornar	VMSI1P04	central	S	0	I	1	P			0
tornàssiu	tornar	VMSI2P04	central	S	0	I	2	P			0
tornàvem	tornar	VMII1P00	central	I	0	I	1	P			0
tornàveu	tornar	VMII2P00	central	I	0	I	2	P			0
tornés	tornar	VMSI1S01	central	S	0	I	1	S			0
tornés	tornar	VMSI3S01	central	S	0	I	3	S			0
tornéssem	tornar	VMSI1P05	central	S	0	I	1	P			0
tornésseu	tornar	VMSI2P05	central	S	0	I	2	P			0
tornéssim	tornar	VMSI1P02	central	S	0	I	1	P			0
tornéssiu	tornar	VMSI2P02	central	S	0	I	2	P			0
tria	triar	VMIP3S00	central	I	0	P	3	S			0
tria	triar	VMM02S00	central	M	0	0	2	S			pos
triant	triar	VMG00000	central	G	0	0	0	0			0
triar	triar	VMN00000	central	N	0	0	0	0			0
triara	triar	VMSI1S03	central	S	0	I	1	S			0
triara	triar	VMSI3S03	central	S	0	I	3	S			0
triaran	triar	VMIF3P00	central	I	0	F	3	P			0
triarem	triar	VMIF1P00	central	I	0	F	1	P			0
triaren	triar	VMSI3P03	central	S	0	I	3	P			0
triares	triar	VMSI2S03	central	S	0	I	2	S			0
triareu	triar	VMIF2P00	central	I	0	F	2	P			0
triaria	triar	VMIC1S00	central	I	0	C	1	S			0
triaria	triar	VMIC3S00	central	I	0	C	3	S			0
triarien	triar	VMIC3P00	central	I	0	C	3	P			0
triaries	triar	VMIC2S00	central	I	0	C	2	S			0
triarà	triar	VMIF3S00	central	I	0	F	3	S			0
triaràs	triar	VMIF2S00	central	I	0	F	2	S			0
triaré	triar	VMIF1S00	central	I	0	F	1	S			0
triaríem	triar	VMIC1P00	central	I	0	C	1	P			0
triaríeu	triar	VMIC2P00	central	I	0	C	2	P			0
triassin	triar	VMSI3P04	central	S	0	I	3	P			0
triassis	triar	VMSI2S04	central	S	0	I	2	S			0
triat	triar	VMP00SM0	central	P	M	0	0	S			0
triava	triar	VMII1S00	central	I	0	I	1	S			0
triava	triar	VMII3S00	central	I	0	I	3	S			0
triaven	triar	VMII3P00	central	I	0	I	3	P			0
triaves	triar	VMII2S00	central	I	0	I	2	S			0
triem	triar	VMIP1P00	central	I	0	P	1	P			0
triem	triar	VMM01P00	central	M	0	0	1	P			pos
triem	triar	VMSP1P00	central	S	0	P	1	P			0
trien	triar	VMIP3P00	central	I	0	P	3	P			0
tries	triar	VMIP2S00	central	I	0	P	2	S			0
triessen	triar	VMSI3P05	central	S	0	I	3	P			0
triesses	triar	VMSI2S05	central	S	0	I	2	S			0
triessin	triar	VMSI3P02	central	S	0	I	3	P			0
triessis	triar	VMSI2S02	central	S	0	I	2	S			0
trieu	triar	VMIP2P00	central	I	0	P	2	P			0
trieu	triar	VMM02P0X	central	M	0	0	2	P			pos
trieu	triar	VMSP2P00	central	S	0	P	2	P			0
trio	triar	VMIP1S0C	central	I	0	P	1	S			0
triàrem	triar	VMSI1P03	central	S	0	I	1	P			0
triàreu	triar	VMSI2P03	central	S	0	I	2	P			0
triàs	triar	VMSI1S07	central	S	0	I	1	S			0
triàs	triar	VMSI3S07	central	S	0	I	3	S			0
triàssim	triar	VMSI1P04	central	S	0	I	1	P			0
triàssiu	triar	VMSI2P04	central	S	0	I	2	P			0
triàvem	triar	VMII1P00	central	I	0	I	1	P			0
triàveu	triar	VMII2P00	central	I	0	I	2	P			0
triés	triar	VMSI1S01	central	S	0	I	1	S			0
triés	triar	VMSI3S01	central	S	0	I	3	S			0
triéssem	triar	VMSI1P05	central	S	0	I	1	P			0
triésseu	triar	VMSI2P05	central	S	0	I	2	P			0
triéssim	triar	VMSI1P02	central	S	0	I	1	P			0
triéssiu	triar	VMSI2P02	central	S	0	I	2	P			0
triï	triar	VMM03S0Y	central	M	0	0	3	S			pos
triï	triar	VMSP1S0Y	central	S	0	P	1	S			0
triï	triar	VMSP3S0Y	central	S	0	P	3	S			0
triïn	triar	VMM03P0Y	central	M	0	0	3	P			pos
triïn	triar	VMSP3P0Y	central	S	0	P	3	P			0
triïs	triar	VMSP2S0Y	central	S	0	P	2	S			0
troba	trobar	VMIP3S00	central	I	0	P	3	S			0
troba	trobar	VMM02S00	central	M	0	0	2	S			pos
trobant	trobar	VMG00000	central	G	0	0	0	0			0
trobar	trobar	VMN00000	central	N	0	0	0	0			0
trobara	trobar	VMSI1S03	central	S	0	I	1	S			0
trobara	trobar	VMSI3S03	central	S	0	I	3	S			0
trobaran	trobar	VMIF3P00	central	I	0	F	3	P			0
trobarem	trobar	VMIF1P00	central	I	0	F	1	P			0
trobaren	trobar	VMSI3P03	central	S	0	I	3	P			0
trobares	trobar	VMSI2S03	central	S	0	I	2	S			0
trobareu	trobar	VMIF2P00	central	I	0	F	2	P			0
trobaria	trobar	VMIC1S00	central	I	0	C	1	S			0
trobaria	trobar	VMIC3S00	central	I	0	C	3	S			0
trobarien	trobar	VMIC3P00	central	I	0	C	3	P			0
trobaries	trobar	VMIC2S00	central	I	0	C	2	S			0
trobarà	trobar	VMIF3S00	central	I	0	F	3	S			0
trobaràs	trobar	VMIF2S00	central	I	0	F	2	S			0
trobaré	trobar	VMIF1S00	central	I	0	F	1	S			0
trobaríem	trobar	VMIC1P00	central	I	0	C	1	P			0
trobaríeu	trobar	VMIC2P00	central	I	0	C	2	P			0
trobassin	trobar	VMSI3P04	central	S	0	I	3	P			0
trobassis	trobar	VMSI2S04	central	S	0	I	2	S			0
trobat	trobar	VMP00SM0	central	P	M	0	0	S			0
trobava	trobar	VMII1S00	central	I	0	I	1	S			0
trobava	trobar	VMII3S00	central	I	0	I	3	S			0
trobaven	trobar	VMII3P00	central	I	0	I	3	P			0
trobaves	trobar	VMII2S00	central	I	0	I	2	S			0
trobem	trobar	VMIP1P00	central	I	0	P	1	P			0
trobem	trobar	VMM01P00	central	M	0	0	1	P			pos
trobem	trobar	VMSP1P00	central	S	0	P	1	P			0
troben	trobar	VMIP3P00	central	I	0	P	3	P			0
trobes	trobar	VMIP2S00	central	I	0	P	2	S			0
trobessen	trobar	VMSI3P05	central	S	0	I	3	P			0
trobesses	trobar	VMSI2S05	central	S	0	I	2	S			0
trobessin	trobar	VMSI3P02	central	S	0	I	3	P			0
trobessis	trobar	VMSI2S02	central	S	0	I	2	S			0
trobeu	trobar	VMIP2P00	central	I	0	P	2	P			0
trobeu	trobar	VMM02P0X	central	M	0	0	2	P			pos
trobeu	trobar	VMSP2P00	central	S	0	P	2	P			0
trobi	trobar	VMM03S0Y	central	M	0	0	3	S			pos
trobi	trobar	VMSP1S0Y	central	S	0	P	1	S			0
trobi	trobar	VMSP3S0Y	central	S	0	P	3	S			0
trobin	trobar	VMM03P0Y	central	M	0	0	3	P			pos
trobin	trobar	VMSP3P0Y	central	S	0	P	3	P			0
trobis	trobar	VMSP2S0Y	central	S	0	P	2	S			0
trobo	trobar	VMIP1S0C	central	I	0	P	1	S			0
trobàrem	trobar	VMSI1P03	central	S	0	I	1	P			0
trobàreu	trobar	VMSI2P03	central	S	0	I	2	P			0
trobàs	trobar	VMSI1S07	central	S	0	I	1	S			0
trobàs	trobar	VMSI3S07	central	S	0	I	3	S			0
trobàssim	trobar	VMSI1P04	central	S	0	I	1	P			0
trobàssiu	trobar	VMSI2P04	central	S	0	I	2	P			0
trobàvem	trobar	VMII1P00	central	I	0	I	1	P			0
trobàveu	trobar	VMII2P00	central	I	0	I	2	P			0
trobés	trobar	VMSI1S01	central	S	0	I	1	S			0
trobés	trobar	VMSI3S01	central	S	0	I	3	S			0
trobéssem	trobar	VMSI1P05	central	S	0	I	1	P			0
trobésseu	trobar	VMSI2P05	central	S	0	I	2	P			0
trobéssim	trobar	VMSI1P02	central	S	0	I	1	P			0
trobéssiu	trobar	VMSI2P02	central	S	0	I	2	P			0
té	tenir	VMIP3S00	central	I	0	P	3	S			0
té	tenir	VMM02S00	central	M	0	0	2	S			pos
uneix	unir	VMIP3S00	central	I	0	P	3	S			0
uneix	unir	VMM02S00	central	M	0	0	2	S			pos
uneixen	unir	VMIP3P00	central	I	0	P	3	P			0
uneixes	unir	VMIP2S00	central	I	0	P	2	S			0
uneixi	unir	VMM03S0Y	central	M	0	0	3	S			pos
uneixi	unir	VMSP1S0Y	central	S	0	P	1	S			0
uneixi	unir	VMSP3S0Y	central	S	0	P	3	S			0
uneixin	unir	VMM03P0Y	central	M	0	0	3	P			pos
uneixin	unir	VMSP3P0Y	central	S	0	P	3	P			0
uneixis	unir	VMSP2S0Y	central	S	0	P	2	S			0
uneixo	unir	VMIP1S0C	central	I	0	P	1	S			0
unesc	unir	VMIP1S0Z	central	I	0	P	1	S			0
unia	unir	VMII1S00	central	I	0	I	1	S			0
unia	unir	VMII3S00	central	I	0	I	3	S			0
unien	unir	VMII3P00	central	I	0	I	3	P			0
unies	unir	VMII2S00	central	I	0	I	2	S			0
unim	unir	VMIP1P00	central	I	0	P	1	P			0
unim	unir	VMM01P00	central	M	0	0	1	P			pos
unim	unir	VMSP1P00	central	S	0	P	1	P			0
unint	unir	VMG00000	central	G	0	0	0	0			0
unir	unir	VMN00000	central	N	0	0	0	0			0
unira	unir	VMSI1S03	central	S	0	I	1	S			0
unira	unir	VMSI3S03	central	S	0	I	3	S			0
uniran	unir	VMIF3P00	central	I	0	F	3	P			0
unirem	unir	VMIF1P00	central	I	0	F	1	P			0
uniren	unir	VMSI3P03	central	S	0	I	3	P			0
unires	unir	VMSI2S03	central	S	0	I	2	S			0
unireu	unir	VMIF2P00	central	I	0	F	2	P			0
uniria	unir	VMIC1S00	central	I	0	C	1	S			0
uniria	unir	VMIC3S00	central	I	0	C	3	S			0
unirien	unir	VMIC3P00	central	I	0	C	3	P			0
uniries	unir	VMIC2S00	central	I	0	C	2	S			0
unirà	unir	VMIF3S00	central	I	0	F	3	S			0
uniràs	unir	VMIF2S00	central	I	0	F	2	S			0
uniré	unir	VMIF1S00	central	I	0	F	1	S			0
uniríem	unir	VMIC1P00	central	I	0	C	1	P			0
uniríeu	unir	VMIC2P00	central	I	0	C	2	P			0
unissen	unir	VMSI3P05	central	S	0	I	3	P			0
unisses	unir	VMSI2S05	central	S	0	I	2	S			0
unissin	unir	VMSI3P02	central	S	0	I	3	P			0
unissis	unir	VMSI2S02	central	S	0	I	2	S			0
